X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	X7	Y7	ProbId7	X8	Y8	ProbId8	
640.51	520.59	1	613.9	474.06	0.98052	706.64	416.24	0.76694	915.61	206.49	0.99959	1293.9	670.07	1	1306.4	680.93	1	1195.5	346.18	1	1067.7	642.67	1
638.94	516.31	1	614.72	470.64	0.98052	701.79	417.6	0.76694	918.47	206.31	0.99959	1292.9	671.55	1	1300	691.03	1	1187.4	340.46	1	1065.4	636.37	1
634.38	512.71	1	616.65	465.13	0.98052	698.65	418.3	0.76694	921.91	205.6	0.99959	1292.8	673.77	1	1295.4	699.52	1	1180.3	335.41	1	1063.4	631.37	1
628.18	509.32	1	617.53	462.4	0.98052	695.26	419.2	0.76694	924.47	205.07	0.99959	1292.2	674.85	1	1291.4	707.46	1	1174.3	331.1	1	1061.5	626.18	1
624.3	507.17	1	618.88	458.67	0.98052	691.34	420.38	0.76694	926.91	204.48	0.99959	1289.4	674.38	1	1288.3	713.77	1	1168.7	326.82	1	1060.2	623.33	1
620.3	505.45	1	619.75	455.29	0.98052	688.26	421.4	0.76694	929.26	203.86	0.99959	1289.7	673.44	1	1285.6	719.54	1	1163.5	322.97	1	1057.9	618.1	1
617	503.68	1	620.61	452.59	0.98052	685.31	422.4	0.76694	933.44	202.78	0.99959	1290.5	669.15	1	1283.2	725.06	1	1159.2	319.88	1	1056.5	615.13	1
613.9	501.88	1	623.24	449.37	0.98052	682.94	423	0.76694	936.26	203.72	0.99959	1292.6	663.61	1	1281	730.51	1	1150	314.85	1	1055.1	611.79	1
610.89	500.06	1	627.07	449.09	0.98052	679.12	426.97	0.76694	943.32	202.82	0.99959	1294	659.83	1	1279	734.57	1	1140.2	307.58	1	1053.7	608.71	1
609.02	498.86	1	633.7	449.68	0.98052	678.5	431.75	0.76694	949.36	201.39	0.99959	1294.1	656.58	1	1271.3	743.06	1	1129.3	300.31	1	1052.3	605.84	1
